symbol	ensembl_id	name
RPL21P63	ENSG00000285209	ribosomal protein L21 pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:35526]
GCNT2P1	ENSG00000284885	GCNT2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21623]
C6orf52	ENSG00000285312	chromosome 6 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:20881]
CD99	ENSG00000292348	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]
PAK1IP1	ENSG00000285226	PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]
TMEM14C	ENSG00000284936	transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
PLCXD1	ENSG00000292344	phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148]
GCNT2	ENSG00000285222	glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]
P2RY8	ENSG00000292333	P2Y receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15524]
IL3RA	ENSG00000292332	interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]
GTPBP6	ENSG00000292358	GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]
SLC25A6	ENSG00000292334	solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]
ASMTL	ENSG00000292339	acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]
CSF2RA	ENSG00000292357	colony stimulating factor 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2435]
RNU5B-4P	ENSG00000288430	RNA, U5B small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:34184]
ECSCR	ENSG00000288297	endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:35454]
SMIM33	ENSG00000288274	small integral membrane protein 33 [Source:HGNC Symbol;Acc:HGNC:53645]
STING1	ENSG00000288243	stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]
CTBP2P1	ENSG00000281211	CTBP2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23940]
AKAP17A	ENSG00000292343	A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783]
AMD1P2	ENSG00000292364	adenosylmethionine decarboxylase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:460]
DPH3P2	ENSG00000292365	diphthamide biosynthesis 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38719]
ELOCP24	ENSG00000292367	elongin C pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:38160]
TRPC6P1	ENSG00000292368	TRPC6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23270]
DDX11L16	ENSG00000292371	DEAD/H-box helicase 11 like 16 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37115]
WASH6P	ENSG00000292372	WASP family homolog 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:31685]
WASIR1	ENSG00000292370	WASH and IL9R antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:38513]
IL9R	ENSG00000292373	interleukin 9 receptor [Source:HGNC Symbol;Acc:HGNC:6030]
VAMP7	ENSG00000292366	vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]
NCOA4P4	ENSG00000288138	nuclear receptor coactivator 4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:52405]
TSPY24P	ENSG00000215601	testis specific protein Y-linked 24, pseudogene [Source:HGNC Symbol;Acc:HGNC:38725]
ZNF92P1Y	ENSG00000215603	zinc finger protein 92 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:39553]
SERBP1P2	ENSG00000225878	SERPINE1 mRNA binding protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23967]
TSPY12P	ENSG00000236435	testis specific protein Y-linked 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:23904]
DUX4L19	ENSG00000258991	double homeobox 4 like 19 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37718]
OFD1P3Y	ENSG00000231988	OFD1 pseudogene 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:23875]
RBMY2HP	ENSG00000238073	RNA binding motif protein Y-linked family 2 member H, pseudogene [Source:HGNC Symbol;Acc:HGNC:23893]
ELOCP35	ENSG00000271595	elongin C pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:49176]
SLC9B1P1	ENSG00000183704	solute carrier family 9 member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37492]
USP12PY	ENSG00000232927	USP12 pseudogene Y-linked [Source:HGNC Symbol;Acc:HGNC:23195]
KDM5DP1	ENSG00000277438	lysine demethylase 5D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23976]
DUX4L17	ENSG00000259154	double homeobox 4 like 17 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37717]
ZNF736P6Y	ENSG00000224634	zinc finger protein 736 pseudogene 6, Y-linked [Source:HGNC Symbol;Acc:HGNC:38440]
TUSC2P1	ENSG00000285470	TUSC2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23963]
PUDPP1	ENSG00000234620	pseudouridine 5'-phosphatase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20200]
CDRT15P10	ENSG00000273693	CDRT15 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:38413]
RNF19BPY	ENSG00000225653	ring finger protein 19B pseudogene Y-linked [Source:HGNC Symbol;Acc:HGNC:38398]
TUBB1P2	ENSG00000228578	tubulin beta 1 class VI pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23981]
ACTR3BP1	ENSG00000270242	ACTR3B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37724]
RPS24P1	ENSG00000236477	ribosomal protein S24 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10412]
RCC2P2	ENSG00000237997	regulator of chromosome condensation 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38419]
ZNF736P8Y	ENSG00000244246	zinc finger protein 736 pseudogene 8, Y-linked [Source:HGNC Symbol;Acc:HGNC:38406]
BPY2	ENSG00000183753	basic charge Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:13508]
MTND1P12	ENSG00000225433	MT-ND1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42061]
MTND6P1	ENSG00000223955	MT-ND6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38730]
PABPC1P5	ENSG00000270455	poly(A) binding protein cytoplasmic 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37985]
RCC2P1	ENSG00000234385	regulator of chromosome condensation 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37710]
SHROOM2P1	ENSG00000226863	shroom family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:631]
DUX4L18	ENSG00000259029	double homeobox 4 like 18 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37716]
ZNF736P11Y	ENSG00000215537	zinc finger protein 736 pseudogene 11, Y-linked [Source:HGNC Symbol;Acc:HGNC:38426]
BPY2DP	ENSG00000229745	basic charge Y-linked 2D, pseudogene [Source:HGNC Symbol;Acc:HGNC:38794]
CHEK2P1	ENSG00000275828	CHEK2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37999]
ZNF886P	ENSG00000232522	zinc finger protein 886, pseudogene [Source:HGNC Symbol;Acc:HGNC:38420]
ASS1P6	ENSG00000215583	argininosuccinate synthetase 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:769]
SNX18P1Y	ENSG00000274162	sorting nexin 18 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:38442]
MED14P1	ENSG00000233774	mediator complex subunit 14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2371]
ZNF885P	ENSG00000228764	zinc finger protein 885, pseudogene [Source:HGNC Symbol;Acc:HGNC:38456]
ARSFP1	ENSG00000232226	arylsulfatase F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:722]
ZNF736P7Y	ENSG00000241200	zinc finger protein 736 pseudogene 7, Y-linked [Source:HGNC Symbol;Acc:HGNC:38404]
SURF6P1	ENSG00000228518	surfeit 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37722]
ANKRD20A6P	ENSG00000274502	ankyrin repeat domain 20 family member A6, pseudogene [Source:HGNC Symbol;Acc:HGNC:37714]
RBMY2KP	ENSG00000225809	RNA binding motif protein Y-linked family 2 member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:23888]
TTTY19	ENSG00000232419	testis expressed transcript, Y-linked 19 [Source:HGNC Symbol;Acc:HGNC:18843]
TTTY4	ENSG00000226906	testis expressed transcript, Y-linked 4 [Source:HGNC Symbol;Acc:HGNC:16481]
MXRA5Y	ENSG00000235649	matrix remodeling associated 5 Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23932]
DUX4L16	ENSG00000258567	double homeobox 4 like 16 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37719]
MTCYBP1	ENSG00000234179	MT-CYB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38729]
TTTY17A	ENSG00000228240	testis expressed transcript, Y-linked 17A [Source:HGNC Symbol;Acc:HGNC:18841]
AGPAT5P1	ENSG00000234652	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37709]
FAM41AY1	ENSG00000224989	family with sequence similarity 41 member A, Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:23955]
TRIM60P3Y	ENSG00000227830	tripartite motif containing 60 pseudogene 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:38409]
MTND1P1	ENSG00000226529	MT-ND1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38728]
PRRC2CP1	ENSG00000216777	proline rich coiled-coil 2C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23949]
ZNF736P10Y	ENSG00000216824	zinc finger protein 736 pseudogene 10, Y-linked [Source:HGNC Symbol;Acc:HGNC:38410]
MTND2P3	ENSG00000234850	MT-ND2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38727]
ARSDP1	ENSG00000225117	arylsulfatase D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:718]
CDY4P	ENSG00000228411	chromodomain Y-linked 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:23872]
UBE2V1P3	ENSG00000229518	UBE2V1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23983]
FAM8A4P	ENSG00000232730	family with sequence similarity 8 member A4, pseudogene [Source:HGNC Symbol;Acc:HGNC:16375]
TRIM60P8Y	ENSG00000232764	tripartite motif containing 60 pseudogene 8, Y-linked [Source:HGNC Symbol;Acc:HGNC:38458]
MED13P1	ENSG00000236131	mediator complex subunit 13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38733]
CYCSP46	ENSG00000227949	CYCS pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:23941]
RNU6-303P	ENSG00000252900	RNA, U6 small nuclear 303, pseudogene [Source:HGNC Symbol;Acc:HGNC:47266]
RN7SL702P	ENSG00000243980	RNA, 7SL, cytoplasmic 702, pseudogene [Source:HGNC Symbol;Acc:HGNC:46718]
RNA5SP520	ENSG00000252315	RNA, 5S ribosomal pseudogene 520 [Source:HGNC Symbol;Acc:HGNC:43420]
RNA5SP521	ENSG00000252012	RNA, 5S ribosomal pseudogene 521 [Source:HGNC Symbol;Acc:HGNC:43421]
RNU6-109P	ENSG00000252173	RNA, U6 small nuclear 109, pseudogene [Source:HGNC Symbol;Acc:HGNC:47072]
RNU6-184P	ENSG00000252323	RNA, U6 small nuclear 184, pseudogene [Source:HGNC Symbol;Acc:HGNC:47147]
HSFY2	ENSG00000169953	heat shock transcription factor Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23950]
RNA5SP266	ENSG00000284058	RNA, 5S ribosomal pseudogene 266 [Source:HGNC Symbol;Acc:HGNC:43166]
GPM6BP2	ENSG00000236429	glycoprotein M6B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38781]
USP9YP2	ENSG00000249501	USP9Y pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31742]
ELOCP14	ENSG00000228193	elongin C pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:38150]
XKRYP2	ENSG00000230904	XK related, Y-linked pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23909]
USP9YP10	ENSG00000238135	USP9Y pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:38454]
RNU1-41P	ENSG00000251970	RNA, U1 small nuclear 41, pseudogene [Source:HGNC Symbol;Acc:HGNC:48383]
OFD1P7Y	ENSG00000238088	OFD1 pseudogene 7 Y-linked [Source:HGNC Symbol;Acc:HGNC:23879]
MTCYBP2	ENSG00000217179	MT-CYB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38807]
ZNF839P1	ENSG00000217896	zinc finger protein 839 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38455]
CD24P4	ENSG00000185275	CD24 molecule pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:1649]
RNU6-255P	ENSG00000252766	RNA, U6 small nuclear 255, pseudogene [Source:HGNC Symbol;Acc:HGNC:47218]
GAPDHP19	ENSG00000234529	glyceraldehyde 3 phosphate dehydrogenase pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:23947]
CLUHP1	ENSG00000238191	clustered mitochondria homolog pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38416]
TAF9P1	ENSG00000226353	TATA-box binding protein associated factor 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31743]
CDY5P	ENSG00000226449	chromodomain Y-linked 5 pseudogene [Source:HGNC Symbol;Acc:HGNC:23850]
ELOCP36	ENSG00000225896	elongin C pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:54973]
ACTG1P2	ENSG00000229129	actin gamma 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:147]
USP9YP23	ENSG00000223555	USP9Y pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:38759]
USP9YP27	ENSG00000235521	USP9Y pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:38763]
RNU1-128P	ENSG00000252513	RNA, U1 small nuclear 128, pseudogene [Source:HGNC Symbol;Acc:HGNC:48470]
TRAPPC2P3	ENSG00000224964	trafficking protein particle complex 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10712]
ELOCP6	ENSG00000225740	elongin C pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38142]
CDY6P	ENSG00000229138	chromodomain Y-linked 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:23853]
USP9YP7	ENSG00000224485	USP9Y pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:38079]
USP9YP6	ENSG00000226116	USP9Y pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38078]
CDY7P	ENSG00000237558	chromodomain Y-linked 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:23854]
USP9YP34	ENSG00000233378	USP9Y pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:38778]
USP9YP32	ENSG00000237616	USP9Y pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:38776]
CDY8P	ENSG00000224033	chromodomain Y-linked 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:23855]
ELOCP12	ENSG00000230412	elongin C pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:38148]
TRAPPC2P8	ENSG00000225895	trafficking protein particle complex 2 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37731]
USP9YP15	ENSG00000233120	USP9Y pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:38751]
RNU1-95P	ENSG00000252166	RNA, U1 small nuclear 95, pseudogene [Source:HGNC Symbol;Acc:HGNC:48437]
USP9YP16	ENSG00000232744	USP9Y pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:38752]
ACTG1P11	ENSG00000229465	actin gamma 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37651]
ELOCP26	ENSG00000236599	elongin C pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:38731]
CDY9P	ENSG00000232899	chromodomain Y-linked 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:23851]
TAF9P2	ENSG00000229302	TATA-box binding protein associated factor 9 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31744]
CLUHP2	ENSG00000228945	clustered mitochondria homolog pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38453]
RNA5SP522	ENSG00000251953	RNA, 5S ribosomal pseudogene 522 [Source:HGNC Symbol;Acc:HGNC:43422]
RNA5SP523	ENSG00000252667	RNA, 5S ribosomal pseudogene 523 [Source:HGNC Symbol;Acc:HGNC:43423]
TUBB1P1	ENSG00000249726	tubulin beta 1 class VI pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23982]
ELOCP13	ENSG00000225716	elongin C pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:38149]
OFD1P4Y	ENSG00000229406	OFD1 pseudogene 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:23876]
RNU1-48P	ENSG00000252209	RNA, U1 small nuclear 48, pseudogene [Source:HGNC Symbol;Acc:HGNC:48390]
USP9YP5	ENSG00000249634	USP9Y pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38418]
XKRYP1	ENSG00000238067	XK related, Y-linked pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23908]
ELOCP7	ENSG00000230377	elongin C pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:38143]
USP9YP1	ENSG00000250951	USP9Y pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31741]
GPM6BP1	ENSG00000230458	glycoprotein M6B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38782]
RAB9AP4	ENSG00000235479	RAB9A, member RAS oncogene family pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38108]
TRAPPC2P7	ENSG00000249606	trafficking protein particle complex 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:10716]
HSFY1	ENSG00000172468	heat shock transcription factor Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:18568]
TGIF2LY	ENSG00000176679	TGFB induced factor homeobox 2 like Y-linked [Source:HGNC Symbol;Acc:HGNC:18569]
CDY2A	ENSG00000182415	chromodomain Y-linked 2A [Source:HGNC Symbol;Acc:HGNC:1810]
ZNF736P3Y	ENSG00000233126	zinc finger protein 736 pseudogene 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:37728]
TRIM60P9Y	ENSG00000227251	tripartite motif containing 60 pseudogene 9, Y-linked [Source:HGNC Symbol;Acc:HGNC:38459]
RN7SKP282	ENSG00000252633	RN7SK pseudogene 282 [Source:HGNC Symbol;Acc:HGNC:46006]
RNU6-941P	ENSG00000252155	RNA, U6 small nuclear 941, pseudogene [Source:HGNC Symbol;Acc:HGNC:47904]
RNU6-521P	ENSG00000252472	RNA, U6 small nuclear 521, pseudogene [Source:HGNC Symbol;Acc:HGNC:47484]
SRIP3	ENSG00000224953	sorcin pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38735]
GOT2P5	ENSG00000233634	GOT2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38439]
ATP5PFP1	ENSG00000237701	ATP synthase peripheral stalk subunit F6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23933]
TRIM60P10Y	ENSG00000232976	tripartite motif containing 60 pseudogene 10, Y-linked [Source:HGNC Symbol;Acc:HGNC:38462]
ZNF736P2Y	ENSG00000226270	zinc finger protein 736 pseudogene 2, Y-linked [Source:HGNC Symbol;Acc:HGNC:37727]
TRIM60P11Y	ENSG00000227837	tripartite motif containing 60 pseudogene 11, Y-linked [Source:HGNC Symbol;Acc:HGNC:38463]
ZNF736P1Y	ENSG00000223978	zinc finger protein 736 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:37726]
ZNF736P5Y	ENSG00000230819	zinc finger protein 736 pseudogene 5, Y-linked [Source:HGNC Symbol;Acc:HGNC:38597]
BPY2C	ENSG00000185894	basic charge Y-linked 2C [Source:HGNC Symbol;Acc:HGNC:18225]
TTTY4C	ENSG00000228296	testis expressed transcript, Y-linked 4C [Source:HGNC Symbol;Acc:HGNC:31892]
DAZ4	ENSG00000205916	deleted in azoospermia 4 [Source:HGNC Symbol;Acc:HGNC:15966]
ITGA9	ENSG00000291488	integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]
RPL21P135	ENSG00000291489	ribosomal protein L21 pseudogene 135 [Source:HGNC Symbol;Acc:HGNC:44539]
NDUFAF4P3	ENSG00000291491	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44542]
RNU7-73P	ENSG00000291493	RNA, U7 small nuclear 73 pseudogene [Source:HGNC Symbol;Acc:HGNC:34169]
ITGA9-AS1	ENSG00000291496	ITGA9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49668]
CDY2B	ENSG00000129873	chromodomain Y-linked 2B [Source:HGNC Symbol;Acc:HGNC:23921]
RNU6-1334P	ENSG00000251841	RNA, U6 small nuclear 1334, pseudogene [Source:HGNC Symbol;Acc:HGNC:48297]
SRY	ENSG00000184895	sex determining region Y [Source:HGNC Symbol;Acc:HGNC:11311]
TOMM22P2	ENSG00000232195	TOMM22 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38737]
RPS4Y1	ENSG00000129824	ribosomal protein S4 Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:10425]
NAP1L1P2	ENSG00000229163	nucleosome assembly protein 1 like 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38005]
EEF1A1P41	ENSG00000223600	eukaryotic translation elongation factor 1 alpha 1 pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:38799]
PSMA6P1	ENSG00000215414	proteasome subunit alpha 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17460]
SFPQP1	ENSG00000224035	splicing factor proline and glutamine rich pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10775]
DPPA2P1	ENSG00000223915	developmental pluripotency associated 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38448]
CASKP1	ENSG00000234059	calcium/calmodulin dependent serine protein kinase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:1498]
TMSB4Y	ENSG00000154620	thymosin beta 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:11882]
VCY	ENSG00000129864	variable charge Y-linked [Source:HGNC Symbol;Acc:HGNC:12668]
DAZ3	ENSG00000187191	deleted in azoospermia 3 [Source:HGNC Symbol;Acc:HGNC:15965]
DAZ1	ENSG00000188120	deleted in azoospermia 1 [Source:HGNC Symbol;Acc:HGNC:2682]
SNORA70	ENSG00000251925	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]
AMELY	ENSG00000099721	amelogenin Y-linked [Source:HGNC Symbol;Acc:HGNC:462]
TBL1Y	ENSG00000092377	transducin beta like 1 Y-linked [Source:HGNC Symbol;Acc:HGNC:18502]
DAZ2	ENSG00000205944	deleted in azoospermia 2 [Source:HGNC Symbol;Acc:HGNC:15964]
C1R	ENSG00000288512	complement C1r [Source:HGNC Symbol;Acc:HGNC:1246]
AGKP1	ENSG00000226555	AGK pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37661]
NLGN4Y-AS1	ENSG00000228787	NLGN4Y antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:38793]
CDY22P	ENSG00000229343	chromodomain Y-linked 22 pseudogene [Source:HGNC Symbol;Acc:HGNC:23866]
ELOCP17	ENSG00000232695	elongin C pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:38153]
OFD1P18Y	ENSG00000235511	OFD1 pseudogene 18 Y-linked [Source:HGNC Symbol;Acc:HGNC:2589]
TRAPPC2P4	ENSG00000232914	trafficking protein particle complex 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:10713]
RAB9AP3	ENSG00000223655	RAB9A, member RAS oncogene family pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38107]
USP9YP20	ENSG00000230854	USP9Y pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:38767]
RNU1-40P	ENSG00000252625	RNA, U1 small nuclear 40, pseudogene [Source:HGNC Symbol;Acc:HGNC:48382]
USP9YP21	ENSG00000227635	USP9Y pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:38757]
XKRYP6	ENSG00000237546	XK related, Y-linked pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:23913]
ELOCP11	ENSG00000227867	elongin C pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:38147]
CDY23P	ENSG00000231716	chromodomain Y-linked 23 pseudogene [Source:HGNC Symbol;Acc:HGNC:23867]
USP9YP26	ENSG00000234744	USP9Y pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:38762]
HSFY8P	ENSG00000233156	heat shock transcription factor Y-linked 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:38792]
RNU6-1314P	ENSG00000252948	RNA, U6 small nuclear 1314, pseudogene [Source:HGNC Symbol;Acc:HGNC:48277]
CYCSP48	ENSG00000233843	CYCS pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:23942]
VCY1B	ENSG00000129862	variable charge Y-linked 1B [Source:HGNC Symbol;Acc:HGNC:31751]
IBTK	ENSG00000283068	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]
PNPLA4P1	ENSG00000235451	patatin like phospholipase domain containing 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38085]
C1RL	ENSG00000288124	complement C1r subcomponent like [Source:HGNC Symbol;Acc:HGNC:21265]
TBL1YP1	ENSG00000225624	transducin beta like 1 Y-linked pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23979]
RPS4Y2	ENSG00000280969	ribosomal protein S4 Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:18501]
HSFY4P	ENSG00000224482	heat shock transcription factor Y-linked 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:37721]
GAPDHP17	ENSG00000229551	glyceraldehyde-3-phosphate dehydrogenase pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:37765]
TMEM167AP1	ENSG00000226504	transmembrane protein 167A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23956]
TOMM22P1	ENSG00000237427	TOMM22 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38736]
NEFLP1	ENSG00000232634	neurofilament light pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37662]
PRORY	ENSG00000183146	PRORY Y-linked lncRNA [Source:HGNC Symbol;Acc:HGNC:38732]
TSPY14P	ENSG00000169849	testis specific protein Y-linked 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:23906]
RBMY1HP	ENSG00000169811	RNA binding motif protein Y-linked family 1 member H, pseudogene [Source:HGNC Symbol;Acc:HGNC:9916]
TTTY13	ENSG00000184991	testis expressed transcript, Y-linked 13 [Source:HGNC Symbol;Acc:HGNC:18494]
HSFY6P	ENSG00000224169	heat shock transcription factor Y-linked 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:38790]
USP9YP18	ENSG00000223407	USP9Y pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:38754]
CDY14P	ENSG00000226873	chromodomain Y-linked 14 pseudogene [Source:HGNC Symbol;Acc:HGNC:23858]
ELOCP16	ENSG00000227915	elongin C pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:38152]
